input,label
"`Text from parallel article Anthony Ashley Cooper, 9th Earl of Shaftesbury, reformatted to wrap properly but with typos intact. This reads like an old article from The Children's Encyclopedia, but I don't know if that's where it came from:   Piccadilly Circus is the centre of London where many streets meet. In the middle of the Piccadilly there is a small island of stone, and on the island there is a statue called Eros. Eros holds a bow and arrow, and leans forward as if he is flying over London.On the steps below him women used to sit with baskets of violets and snowdrops, or bunches of pink carnations and tight little rosebuds.  All around are buses and lorries, and taxis and cars coming from north and south and east and west.Day and night the busy London traffic swirls round the small, stone island, and day after day people hurry past on their way to shops and theatres and staions and offices.  Everyone knowws Eros. Taxi drivers look up at him and say,  ``Ah,Eros!Here we are at Piccadilly!``  CHildren, holding tightly to their mothers' hands as they cross the road, try to catch a gimpse of him between the rows of traffic. But no one seems to have time to go up the steps, and read the words that are written below the statue. Many people, though they know Eros so well, don't know at all why he is there.  He is there to remind them opf a story about a man called the Earl of Shaftesbury, who spent his hole life heping children.`",0
"`== Condoleezza Rice censorship == Hello Jewbacca. I am writing to inform you that I have some issues with your edits to my contribution to the Condoleezza Rice article. Although you claim that I ``poison the well with unneeded POV implications,`` I would argue that your ambitious language leaves too much open for interpretation and lets Dr. Rice off the hook. Having a NPOV doesn't mean censoring controversial ideas. For example, you removed ``criticized`` from the line ``Rice became the first National Security Advisor to campaign for her boss...`` You make it sound like perhaps it is a good thing that She was out stumping for Bush instead of protecting the homeland. In addition, you removed another line I added that spelt out that there is a ``controversial`` link she perpetuates between Iraq and September 11th. The fact that this is even open for interpretation is beyond me. I believe my additions were in line with the NPOV policy and I have replaced them. It concludes with the actual quote so readers can pose their own stance. I am open to suggestions of maybe a better way to word my feelings on this topic. Please let me know.    `",0
"  ==Revert without comment== Please don't do that - if you disagree with an edit, please discuss it on the talk page, thank you,  ",0
" *Possibly it justifies a redirect to Elements that do not exist, or Fictional elements, but we don't have to indulge people who make up new elements and are then found to be crooked.  ",0
"  == Please do not abuse vfd process ==  There is a process of community voting, your lone-rangerism is not appreciated.  ",0
"If you want an article kept, then vote for it, don't abuse the process. Thank you. ",0
"  == Peloponesian War - good, but maybe move to another page? ==  I don't have a strong view, and I'm not sure which way is wikkiest, but I think the diversion into the history of a campaign lost through the disease might do at least as well on its own - as a side bar, diversion or further layer of detail. Opinions?",0
"  :: I agree with the house policy. The first time a ship is mentioned it's USS Shipname, after that it's common to refer to her by her name, and often her nickname. If were are talking about something formal, then you revert to USS Shipname. Also the title of the article correct, but the text is not. A ship's class never starts with USS. The USS is a formal designator meant to show commissioned US Navy ships. This is the second time I have seen this done on Wiki. The first time was with the midget submarine X-1 which was never commissioned (the CNO would never let something like that get commissioned because it counts against his total ship count). ",0
" ::::Thanks for the information.  I obviously know very little about LDS, but I am willing to learn more.  ",0
  I.Kant believe how sad everybody who writes things on this sight are- get a life!  ,0
  ==Foundation Issues==  Can be found here   ,0
"34, 30 Nov 2004 (UTC)  ::Because you like to accuse me of reverting, when in fact this seems to be your modus operandi. Also, I don't beleive that Shorne is a troll any more than I beleive you are a troll. -    ::: I have added responses to the above.  This is a tu quoque argument.  Just because I've reverted vandals and trolls does not mean you do not revert as well.    ::::Then I suggest you look at the reasons for my reverts. I have each time: taken the page to talk. have tried to compromise your reversions. Only reverted you because you reverted yourself, in most cases losing information. Allow my to continue the history log a bit later. Then we'll see. -    ::: And I'm guessing you're not expert on Shorne, so what you think probably shouldn't have much weight.  01:",1
"`   ``For some Christians, Mary was believed to have been the same woman that Jesus had rescued from being stoned to death. However most modern scholars believe that the prostitute Jesus rescued and Mary were two seperate persons. However the Mel Gibson movie The Passion of the Christ had portrayed the prostitute and Mary as the same person.`` Is this ``prostitute`` the woman taken in adultery? Some Christians have historically been discouraged from reading Scripture on their own: could this still be true among some sects?  `",0
